;alarm_date;alarm_time;region;place;attack_number
9963;2023-10-21;00:00:07;Gaza Envelope;Yated;1066
9964;2023-10-21;00:00:15;Gaza Envelope;Dekel;1066
9965;2023-10-21;00:00:21;Gaza Envelope;Sdeh Avraham;1066
9966;2023-10-21;06:01:25;Lakhish;Ashdod - Yod Alef,Yod Bet,Tet Vav,Yod Zain,Marina,City;1067
9967;2023-10-21;09:00:21;Western Negev;Netivot;1068
9968;2023-10-21;09:00:29;Gaza Envelope;Zimrat;1068
9969;2023-10-21;09:00:29;Gaza Envelope;Shuva;1068
9970;2023-10-21;09:00:29;Gaza Envelope;Sa'ad;1068
9971;2023-10-21;09:00:31;Gaza Envelope;Alumim;1068
9972;2023-10-21;09:00:43;Gaza Envelope;Tkuma;1068
9973;2023-10-21;09:00:46;Gaza Envelope;Havat Izra'am;1068
9974;2023-10-21;09:06:10;Gaza Envelope;Nachal Oz;1069
9975;2023-10-21;09:30:17;Western Negev;Netivot;1070
9976;2023-10-21;09:30:27;Gaza Envelope;Kfar Maimon and Tushia;1070
9977;2023-10-21;09:30:27;Gaza Envelope;Zimrat;1070
9978;2023-10-21;09:30:27;Gaza Envelope;Shuva;1070
9979;2023-10-21;09:30:29;Gaza Envelope;Sa'ad;1070
9980;2023-10-21;10:30:40;Shfela (Lowlands);Palmachin Industrial Park;1071
9981;2023-10-21;10:30:40;Shfela (Lowlands);Rishon LeZion - East;1071
9982;2023-10-21;10:30:40;Shfela (Lowlands);Rishon LeZion - West;1071
9983;2023-10-21;10:30:40;Shfela (Lowlands);Irus;1071
9984;2023-10-21;10:30:40;Shfela (Lowlands);Beit Hanan;1071
9985;2023-10-21;10:30:40;Shfela (Lowlands);Neta'im;1071
9986;2023-10-21;10:30:40;Shfela (Lowlands);Ness Ziona;1071
9987;2023-10-21;10:30:46;Dan;Or Yehuda;1071
9988;2023-10-21;10:30:46;Dan;Yehud-Monosson;1071
9989;2023-10-21;10:30:46;Dan;Achiezer;1071
9990;2023-10-21;10:30:46;Dan;Yagel;1071
9991;2023-10-21;10:30:46;Dan;Kfar Chabad;1071
9992;2023-10-21;10:30:46;Dan;Tzafria;1071
9993;2023-10-21;10:31:53;Shfela (Lowlands);Ge'alya;1071
9994;2023-10-21;10:31:53;Shfela (Lowlands);Yavne;1071
9995;2023-10-21;10:31:53;Shfela (Lowlands);Kfar HaNagid;1071
9996;2023-10-21;10:32:13;Gaza Envelope;Ein HaShlosha;1071
9997;2023-10-21;11:00:23;Gaza Envelope;Sderot;1072
9998;2023-10-21;11:00:23;Gaza Envelope;Ibim;1072
9999;2023-10-21;11:00:23;Gaza Envelope;Nir Am;1072
10000;2023-10-21;11:00:30;Gaza Envelope;Nir Am Shooting Range;1072
10001;2023-10-21;11:01:50;Gaza Envelope;Nirim;1073
10002;2023-10-21;11:03:13;Gaza Envelope;Ein HaShlosha;1074
10003;2023-10-21;13:12:19;Shfela (Lowlands);Palmachin Industrial Park;1075
10004;2023-10-21;13:12:19;Shfela (Lowlands);Rishon LeZion - East;1075
10005;2023-10-21;13:12:19;Shfela (Lowlands);Rishon LeZion - West;1075
10006;2023-10-21;13:12:19;Shfela (Lowlands);Irus;1075
10007;2023-10-21;13:12:19;Shfela (Lowlands);Beit Hanan;1075
10008;2023-10-21;13:12:19;Shfela (Lowlands);Beit Oved;1075
10009;2023-10-21;13:12:19;Shfela (Lowlands);Neta'im;1075
10010;2023-10-21;13:12:19;Shfela (Lowlands);Ness Ziona;1075
10011;2023-10-21;13:12:19;Shfela (Lowlands);Ayanot;1075
10012;2023-10-21;13:12:28;Dan;Tel Aviv - South and Jaffa;1075
10013;2023-10-21;13:12:28;Dan;Tel Aviv - City Center;1075
10014;2023-10-21;13:12:33;Shfela (Lowlands);Gan Sorek;1075
10015;2023-10-21;13:12:37;Lakhish;Ashdod - Alef,Bet,Dalet,Heh;1075
10016;2023-10-21;13:12:37;Lakhish;Ashdod - Northern Industrial Zone And Port;1075
10017;2023-10-21;13:12:37;Lakhish;Ashdod - Yod Alef,Yod Bet,Tet Vav,Yod Zain,Marina,City;1075
10018;2023-10-21;13:13:33;Lakhish;Yavne;1075
10019;2023-10-21;13:13:33;Lakhish;Kfar HaNagid;1075
10020;2023-10-21;13:13:56;Dan;Bat Yam;1075
10021;2023-10-21;16:56:11;Western Lakhish;Ashkelon - South;1076
10022;2023-10-21;16:56:11;Western Lakhish;Ashkelon - North;1076
10023;2023-10-21;16:56:16;Western Lakhish;Ashkelon Southern Industrial Zone;1076
10024;2023-10-21;16:56:16;Western Lakhish;Zikim;1076
10025;2023-10-21;16:56:16;Western Lakhish;Karmia;1076
10026;2023-10-21;21:20:08;Gaza Envelope;Holit;1077
10027;2023-10-21;22:09:06;Gaza Envelope;Sufa;1078
10028;2023-10-21;22:09:09;Gaza Envelope;Holit;1078
10029;2023-10-22;06:01:01;Dan;Bat Yam;1079
10030;2023-10-22;06:01:01;Dan;Holon;1079
10031;2023-10-22;06:01:01;Dan;Rishon LeZion - West;1079
10032;2023-10-22;07:07:31;Gaza Envelope;Kissufim;1080
10033;2023-10-22;07:16:10;Gaza Envelope;Netiv HaAssara;1081
10034;2023-10-22;07:16:17;Gaza Envelope;Karmia;1081
10035;2023-10-22;07:16:18;Western Lakhish;Ashkelon - South;1081
10036;2023-10-22;07:16:18;Western Lakhish;Ashkelon Southern Industrial Zone;1081
10037;2023-10-22;08:03:46;Western Lakhish;Ashkelon Southern Industrial Zone;1082
10038;2023-10-22;08:03:46;Western Lakhish;Ge'a;1082
10039;2023-10-22;08:03:46;Western Lakhish;Mavki'im;1082
10040;2023-10-22;08:03:49;Gaza Envelope;Yad Mordechai;1082
10041;2023-10-22;08:03:58;Gaza Envelope;Karmia;1082
10042;2023-10-22;08:03:58;Gaza Envelope;Netiv HaAssara;1082
10043;2023-10-22;08:04:00;Western Lakhish;Ashkelon - South;1082
10044;2023-10-22;08:12:57;Gaza Envelope;Kerem Shalom;1083
10045;2023-10-22;08:33:57;Gaza Envelope;Nachal Oz;1084
10046;2023-10-22;09:58:44;Shfelat Yehuda;Brosh Industrial Zone;1085
10047;2023-10-22;09:58:44;Shfelat Yehuda;Beit Shemesh;1085
10048;2023-10-22;09:58:44;Shfelat Yehuda;Zanoah;1085
10049;2023-10-22;09:58:44;Shfelat Yehuda;Yish'i;1085
10050;2023-10-22;09:58:45;Shfelat Yehuda;Netiv HaLamed-Heh;1085
10051;2023-10-22;09:58:56;Shfelat Yehuda;Mahsiya;1085
10052;2023-10-22;09:58:56;Shfelat Yehuda;Retorno - Givat Shesh;1085
10053;2023-10-22;09:59:10;Shfelat Yehuda;Srigim (Li-On);1085
10054;2023-10-22;09:59:12;Shfelat Yehuda;Givat Ishayahu;1085
10055;2023-10-22;09:59:12;Shfelat Yehuda;Sdot Micha;1085
10056;2023-10-22;09:59:12;Shfelat Yehuda;Zekharia;1085
10057;2023-10-22;09:59:12;Shfelat Yehuda;Luzit;1085
10058;2023-10-22;09:59:12;Shfelat Yehuda;Agur;1085
10059;2023-10-22;09:59:26;Shfelat Yehuda;Geffen;1085
10060;2023-10-22;09:59:28;Lakhish;Kiryat Gat - Industrial Zone;1085
10061;2023-10-22;09:59:28;Lakhish;Gat;1085
10062;2023-10-22;09:59:28;Lakhish;Kiryat Gat;1085
10063;2023-10-22;09:59:28;Lakhish;Karmei Gat;1085
10064;2023-10-22;09:59:28;Lakhish;Al Azi;1085
10065;2023-10-22;09:59:28;Lakhish;Aluma;1085
10066;2023-10-22;09:59:28;Lakhish;Vardon;1085
10067;2023-10-22;09:59:28;Lakhish;Zavdiel;1085
10068;2023-10-22;09:59:28;Lakhish;Zrahia;1085
10069;2023-10-22;09:59:28;Lakhish;Menucha;1085
10070;2023-10-22;09:59:28;Lakhish;Nachla;1085
10071;2023-10-22;09:59:28;Lakhish;Nir Banim;1085
10072;2023-10-22;09:59:28;Lakhish;Sgula;1085
10073;2023-10-22;09:59:28;Lakhish;Kedma;1085
10074;2023-10-22;09:59:28;Lakhish;Kommemiut;1085
10075;2023-10-22;09:59:28;Lakhish;Revacha;1085
10076;2023-10-22;09:59:28;Lakhish;Zohar;1085
10077;2023-10-22;09:59:28;Lakhish;Yad Natan;1085
10078;2023-10-22;09:59:28;Lakhish;Nehora;1085
10079;2023-10-22;09:59:28;Lakhish;Noga;1085
10080;2023-10-22;09:59:28;Lakhish;Nir Chen;1085
10081;2023-10-22;09:59:28;Lakhish;Otzem;1085
10082;2023-10-22;09:59:28;Lakhish;Sdeh David;1085
10083;2023-10-22;09:59:28;Lakhish;Sdeh Yoav;1085
10084;2023-10-22;09:59:28;Lakhish;Shachar;1085
10085;2023-10-22;09:59:28;Lakhish;Heletz;1085
10086;2023-10-22;09:59:28;Lakhish;Kokhav Michael;1085
10087;2023-10-22;09:59:41;Gaza Envelope;Nachal Oz;1085
10088;2023-10-22;10:00:10;Shfelat Yehuda;Tirosh;1085
10089;2023-10-22;10:29:02;Gaza Envelope;Reim;1086
10090;2023-10-22;10:39:56;Gaza Envelope;Nirim;1087
10091;2023-10-22;11:02:47;Confrontation Line;Iftach;1088
10092;2023-10-22;11:06:47;Gaza Envelope;Kissufim;1089
10093;2023-10-22;11:40:24;Gaza Envelope;Nir Am Shooting Range;1090
10094;2023-10-22;11:40:33;Gaza Envelope;Mefalsim;1090
10095;2023-10-22;11:40:33;Gaza Envelope;Sderot;1090
10096;2023-10-22;11:40:33;Gaza Envelope;Ibim;1090
10097;2023-10-22;11:40:33;Gaza Envelope;Nir Am;1090
10098;2023-10-22;14:00:14;Western Negev;Netivot;1091
10099;2023-10-22;14:00:25;Western Negev;Beit HaGdi;1091
10100;2023-10-22;14:00:26;Gaza Envelope;Kfar Maimon and Tushia;1091
10101;2023-10-22;14:00:26;Gaza Envelope;Alumim;1091
10102;2023-10-22;14:00:26;Gaza Envelope;Shokeda;1091
10103;2023-10-22;14:00:26;Gaza Envelope;Havat Izra'am;1091
10104;2023-10-22;14:00:26;Gaza Envelope;Tkuma;1091
10105;2023-10-22;14:00:29;Western Negev;Noam Industrial Zone;1091
10106;2023-10-22;14:00:30;Gaza Envelope;Zimrat;1091
10107;2023-10-22;14:00:30;Gaza Envelope;Shuva;1091
10108;2023-10-22;14:00:31;Western Negev;Ma'galim;1091
10109;2023-10-22;14:00:31;Western Negev;Giv'olim;1091
10110;2023-10-22;14:00:31;Western Negev;M'lilot;1091
10111;2023-10-22;14:00:31;Western Negev;Sharsheret;1091
10112;2023-10-22;14:00:40;Western Negev;Shibolim;1091
10113;2023-10-22;14:00:41;Western Negev;Yoshivia;1091
10114;2023-10-22;14:01:16;Gaza Envelope;Reim;1091
10115;2023-10-22;15:10:58;Gaza Envelope;Be'eri;1092
10116;2023-10-22;16:00:11;Central Negev;Hatzerim;1093
10117;2023-10-22;16:00:15;Central Negev;Beer Sheva - South;1093
10118;2023-10-22;16:00:15;Central Negev;Beer Sheva - West;1093
10119;2023-10-22;16:00:29;Central Negev;Duda'im Site;1093
10120;2023-10-22;16:00:37;Western Negev;Ofakim;1093
10121;2023-10-22;16:00:57;Western Negev;Gilat;1093
10122;2023-10-22;16:14:58;Gaza Envelope;Erez;1094
10123;2023-10-22;18:00:01;Western Negev;Netivot;1095
10124;2023-10-23;08:30:09;Western Lakhish;Ashkelon - South;1096
10125;2023-10-23;08:30:09;Western Lakhish;Ashkelon Southern Industrial Zone;1096
10126;2023-10-23;08:30:19;Western Lakhish;Bat Hadar;1096
10127;2023-10-23;08:30:19;Western Lakhish;Mavki'im;1096
10128;2023-10-23;08:30:22;Gaza Envelope;Yad Mordechai;1096
10129;2023-10-23;08:30:22;Gaza Envelope;Ashkelon - North;1096
10130;2023-10-23;08:30:24;Western Lakhish;Ashkelon Northern Industrial Zone;1096
10131;2023-10-23;08:30:24;Western Lakhish;Kfar Silver;1096
10132;2023-10-23;08:30:31;Gaza Envelope;Netiv HaAssara;1096
10133;2023-10-23;08:30:44;Gaza Envelope;Karmia;1096
10134;2023-10-23;08:30:56;Gaza Envelope;Erez;1096
10135;2023-10-23;08:40:15;Western Lakhish;Ashkelon Southern Industrial Zone;1097
10136;2023-10-23;08:40:26;Gaza Envelope;Zikim;1097
10137;2023-10-23;09:17:48;Gaza Envelope;Mivtahim;1098
10138;2023-10-23;09:17:48;Gaza Envelope;Ami'oz;1098
10139;2023-10-23;09:17:48;Gaza Envelope;Yesha;1098
10140;2023-10-23;10:00:21;Gaza Envelope;Nachal Oz;1099
10141;2023-10-23;10:00:43;Central Negev;Umm Batin and the Bedouin Diaspora;1099
10142;2023-10-23;10:00:43;Central Negev;AlSayid and the Bedouin Diaspora;1099
10143;2023-10-23;10:00:44;Central Negev;Beer Sheva - West;1099
10144;2023-10-23;10:00:44;Central Negev;Beer Sheva - North;1099
10145;2023-10-23;10:00:49;Central Negev;Lakiya and the Bedouin Diaspora;1099
10146;2023-10-23;10:01:02;Central Negev;Beer Sheva - South;1099
10147;2023-10-23;10:01:02;Central Negev;Beer Sheva - East;1099
10148;2023-10-23;10:01:02;Central Negev;Omer;1099
10149;2023-10-23;11:03:39;Gaza Envelope;Sufa;1100
10150;2023-10-23;11:03:44;Gaza Envelope;Nir Itzhak;1100
10151;2023-10-23;11:40:23;Gaza Envelope;Nir Oz;1101
10152;2023-10-23;11:47:10;Gaza Envelope;Ein HaBsor;1102
10153;2023-10-23;12:27:49;Upper Galilee;Kfar Masaryk;1103
10154;2023-10-23;12:27:49;Upper Galilee;Ein HaMifratz;1103
10155;2023-10-23;12:31:13;Gaza Envelope;Holit;1104
10156;2023-10-23;12:31:13;Gaza Envelope;Sufa;1104
10157;2023-10-23;12:59:43;Gaza Envelope;Sderot;1105
10158;2023-10-23;12:59:43;Gaza Envelope;Ibim;1105
10159;2023-10-23;12:59:43;Gaza Envelope;Nir Am;1105
10160;2023-10-23;13:01:08;Central Negev;Beer Sheva - West;1106
10161;2023-10-23;13:01:43;Western Negev;Eshel HaNassi;1106
10162;2023-10-23;13:01:44;Central Negev;Duda'im Site;1106
10163;2023-10-23;13:52:24;Confrontation Line;Kiryat Shmona;1107
10164;2023-10-23;18:02:43;Gaza Envelope;Sderot;1108
10165;2023-10-23;18:02:43;Gaza Envelope;Ibim;1108
10166;2023-10-23;18:02:43;Gaza Envelope;Nir Am;1108
10167;2023-10-24;04:53:22;Gaza Envelope;Nirim;1109
10168;2023-10-24;07:52:15;Gaza Envelope;Mivtahim;1110
10169;2023-10-24;07:52:15;Gaza Envelope;Ami'oz;1110
10170;2023-10-24;07:52:15;Gaza Envelope;Yesha;1110
10171;2023-10-24;07:52:16;Gaza Envelope;Zohar;1110
10172;2023-10-24;07:52:16;Gaza Envelope;Ohad;1110
10173;2023-10-24;07:52:16;Gaza Envelope;Sdeh Nitzan;1110
10174;2023-10-24;07:52:16;Gaza Envelope;Talmei Eliyahu;1110
10175;2023-10-24;08:19:02;Gaza Envelope;Nachal Oz;1111
10176;2023-10-24;08:19:04;Gaza Envelope;Sa'ad;1111
10177;2023-10-24;08:19:15;Gaza Envelope;Zimrat;1111
10178;2023-10-24;08:19:15;Gaza Envelope;Shuva;1111
10179;2023-10-24;10:30:52;Gaza Envelope;Yad Mordechai;1112
10180;2023-10-24;10:30:52;Gaza Envelope;Netiv HaAssara;1112
10181;2023-10-24;10:30:59;Western Lakhish;Mavki'im;1112
10182;2023-10-24;10:59:08;Central Negev;Beer Sheva - South;1113
10183;2023-10-24;11:09:20;Lakhish;Ashdod - Het,Tet,Yod,Yod Gimmel,Yod Dalet,Tet Zain;1114
10184;2023-10-24;11:09:20;Lakhish;Ashdod - Yod Alef,Yod Bet,Tet Vav,Yod Zain,Marina,City;1114
10185;2023-10-24;11:09:43;Gaza Envelope;Nachal Oz;1114
10186;2023-10-24;11:09:54;Western Lakhish;Nitzan;1114
10187;2023-10-24;11:22:00;Gaza Envelope;Nirim;1115
10188;2023-10-24;11:22:00;Gaza Envelope;Ein HaShlosha;1115
10189;2023-10-24;11:44:16;Gaza Envelope;Nachal Oz;1116
10190;2023-10-24;12:16:06;Sharon;Elkana;1117
10191;2023-10-24;12:16:06;Sharon;Etz Ephraim;1117
10192;2023-10-24;12:16:06;Sharon;Sha'arei Tikva;1117
10193;2023-10-24;12:16:15;Yarkon;Be'erot Itzhak;1117
10194;2023-10-24;12:16:15;Yarkon;Bnei Atarot;1117
10195;2023-10-24;12:16:15;Yarkon;Giv'at Ko'ah;1117
10196;2023-10-24;12:16:15;Yarkon;Tirat Yehuda;1117
10197;2023-10-24;12:16:15;Yarkon;Nofech;1117
10198;2023-10-24;12:16:15;Yarkon;Rinatya;1117
10199;2023-10-24;12:16:15;Yarkon;Yehud-Monosson;1117
10200;2023-10-24;12:16:20;Shfela (Lowlands);Yagel;1117
10201;2023-10-24;12:16:22;Shfela (Lowlands);Achiezer;1117
10202;2023-10-24;12:16:22;Shfela (Lowlands);Zeitan;1117
10203;2023-10-24;12:16:32;Shfela (Lowlands);Be'er Yacov;1117
10204;2023-10-24;12:16:32;Shfela (Lowlands);Lod;1117
10205;2023-10-24;12:16:32;Shfela (Lowlands);Nir Zvi;1117
10206;2023-10-24;12:16:32;Shfela (Lowlands);Zrifin Industrial Zone;1117
10207;2023-10-24;12:16:37;Sharon;Alfei Menashe;1117
10208;2023-10-24;12:16:37;Sharon;Zufim;1117
10209;2023-10-24;12:16:44;Shfela (Lowlands);Ramla;1117
10210;2023-10-24;12:16:53;Shfela (Lowlands);Netzer Sireni;1117
10211;2023-10-24;12:17:06;Shfela (Lowlands);Rehovot;1117
10212;2023-10-24;12:17:06;Shfela (Lowlands);Ness Ziona;1117
10213;2023-10-24;12:17:11;Yarkon;Elad;1117
10214;2023-10-24;12:17:11;Yarkon;Nachshonim;1117
10215;2023-10-24;12:17:11;Yarkon;Rosh HaAyin;1117
10216;2023-10-24;12:17:11;Yarkon;Hatzav Industrial Zone;1117
10217;2023-10-24;12:17:40;Lakhish;Givat Brenner;1117
10218;2023-10-24;12:17:40;Lakhish;Gibton;1117
10219;2023-10-24;12:17:40;Lakhish;Gan Shlomo;1117
10220;2023-10-24;12:17:40;Lakhish;Ge'alya;1117
10221;2023-10-24;12:30:04;Central Negev;Tel Sheva;1118
10222;2023-10-24;12:30:07;Central Negev;Beer Sheva - West;1118
10223;2023-10-24;12:30:10;Central Negev;Beer Sheva - North;1118
10224;2023-10-24;12:30:12;Central Negev;Duda'im Site;1118
10225;2023-10-24;12:30:21;Central Negev;Beer Sheva - South;1118
10226;2023-10-24;12:30:32;Central Negev;Beer Sheva - East;1118
10227;2023-10-24;12:31:08;Central Negev;Hatzerim;1118
10228;2023-10-24;12:31:44;Dan;Or Yehuda;1118
10229;2023-10-24;12:31:44;Dan;Yehud-Monosson;1118
10230;2023-10-24;12:31:44;Dan;Achiezer;1118
10231;2023-10-24;12:31:44;Dan;Yagel;1118
10232;2023-10-24;12:31:44;Dan;Kfar Chabad;1118
10233;2023-10-24;12:31:44;Dan;Tzafria;1118
10234;2023-10-24;12:31:47;Lakhish;Palmachim;1118
10235;2023-10-24;12:32:07;Yarkon;Elad;1118
10236;2023-10-24;12:32:07;Yarkon;Mazor;1118
10237;2023-10-24;12:32:07;Yarkon;Nofech;1118
10238;2023-10-24;12:32:07;Yarkon;Nachshonim;1118
10239;2023-10-24;12:32:07;Yarkon;Einat;1118
10240;2023-10-24;12:32:07;Yarkon;Rosh HaAyin;1118
10241;2023-10-24;12:32:07;Yarkon;Rinatya;1118
10242;2023-10-24;12:32:07;Yarkon;Hatzav Industrial Zone;1118
10243;2023-10-24;12:32:53;Lakhish;Ashdod - Northern Industrial Zone And Port;1118
10244;2023-10-24;12:33:27;Lakhish;Yavne;1118
10245;2023-10-24;12:33:27;Lakhish;Kfar HaNagid;1118
10246;2023-10-24;12:33:29;Yarkon;Be'erot Itzhak;1118
10247;2023-10-24;12:33:29;Yarkon;Bnei Atarot;1118
10248;2023-10-24;12:52:29;Gaza Envelope;Holit;1119
10249;2023-10-24;13:23:29;Gaza Envelope;Nachal Oz;1120
10250;2023-10-24;13:33:42;Gaza Envelope;Nachal Oz;1121
10251;2023-10-24;13:34:21;Gaza Envelope;Kfar Azza;1121
10252;2023-10-24;14:01:05;Dan;Or Yehuda;1122
10253;2023-10-24;14:01:05;Dan;Rishon LeZion - East;1122
10254;2023-10-24;14:01:05;Dan;Zrifin Industrial Zone;1122
10255;2023-10-24;14:01:05;Dan;Achiezer;1122
10256;2023-10-24;14:01:05;Dan;Yagel;1122
10257;2023-10-24;14:01:05;Dan;Kfar Chabad;1122
10258;2023-10-24;14:01:05;Dan;Tzafria;1122
10259;2023-10-24;14:01:05;Dan;Beit Dagan;1122
10260;2023-10-24;14:01:05;Dan;Hemed;1122
10261;2023-10-24;14:01:05;Dan;Mishmar HaShiva;1122
10262;2023-10-24;14:01:06;Dan;Bat Yam;1122
10263;2023-10-24;14:01:06;Dan;Holon;1122
10264;2023-10-24;14:01:06;Dan;Mikveh Israel;1122
10265;2023-10-24;14:01:06;Dan;Rishon LeZion - West;1122
10266;2023-10-24;14:01:07;Dan;Tel Aviv - East;1122
10267;2023-10-24;14:01:07;Dan;Azor;1122
10268;2023-10-24;14:01:07;Dan;Ramat Gan - West;1122
10269;2023-10-24;14:01:11;Shfela (Lowlands);Palmachin Industrial Park;1122
10270;2023-10-24;14:01:11;Shfela (Lowlands);Tel Aviv - South and Jaffa;1122
10271;2023-10-24;14:01:11;Shfela (Lowlands);Tel Aviv - City Center;1122
10272;2023-10-24;14:01:11;Shfela (Lowlands);Tel Aviv - Across the Yarkon;1122
10273;2023-10-24;14:01:11;Shfela (Lowlands);Givatayim;1122
10274;2023-10-24;14:01:11;Shfela (Lowlands);Palmachim;1122
10275;2023-10-24;14:01:12;Shfela (Lowlands);Gibton;1122
10276;2023-10-24;14:01:12;Shfela (Lowlands);Gan Shlomo;1122
10277;2023-10-24;14:01:12;Shfela (Lowlands);Netzer Sireni;1122
10278;2023-10-24;14:01:12;Shfela (Lowlands);Rehovot;1122
10279;2023-10-24;14:01:12;Shfela (Lowlands);Irus;1122
10280;2023-10-24;14:01:12;Shfela (Lowlands);Be'er Yacov;1122
10281;2023-10-24;14:01:12;Shfela (Lowlands);Beit Oved;1122
10282;2023-10-24;14:01:12;Shfela (Lowlands);Nir Zvi;1122
10283;2023-10-24;14:01:12;Shfela (Lowlands);Ayanot;1122
10284;2023-10-24;14:01:12;Shfela (Lowlands);Ramla;1122
10285;2023-10-24;14:01:12;Shfela (Lowlands);Ganot;1122
10286;2023-10-24;14:01:12;Shfela (Lowlands);Ness Ziona;1122
10287;2023-10-24;14:01:12;Shfela (Lowlands);Givat Brenner;1122
10288;2023-10-24;14:01:12;Shfela (Lowlands);Givat Shmuel;1122
10289;2023-10-24;14:01:12;Shfela (Lowlands);Petach Tikva;1122
10290;2023-10-24;14:01:12;Shfela (Lowlands);Yehud-Monosson;1122
10291;2023-10-24;14:01:12;Shfela (Lowlands);Savyon;1122
10292;2023-10-24;14:01:12;Shfela (Lowlands);Bnei Brak;1122
10293;2023-10-24;14:01:12;Shfela (Lowlands);Kiryat Ono;1122
10294;2023-10-24;14:01:12;Shfela (Lowlands);Ramat Gan - East;1122
10295;2023-10-24;14:01:12;Shfela (Lowlands);Elishema;1122
10296;2023-10-24;14:01:12;Shfela (Lowlands);Ganei Am;1122
10297;2023-10-24;14:01:12;Shfela (Lowlands);Hod HaSharon;1122
10298;2023-10-24;14:01:12;Shfela (Lowlands);Yarkona;1122
10299;2023-10-24;14:01:12;Shfela (Lowlands);Kfar Saba;1122
10300;2023-10-24;14:01:12;Shfela (Lowlands);Neveh Yamin;1122
10301;2023-10-24;14:01:12;Shfela (Lowlands);Nir Eliyahu;1122
10302;2023-10-24;14:01:12;Shfela (Lowlands);Adanim;1122
10303;2023-10-24;14:01:12;Shfela (Lowlands);Tzofit;1122
10304;2023-10-24;14:01:12;Shfela (Lowlands);Southern Sharon Regional Center;1122
10305;2023-10-24;14:01:13;Dan;Givat HaShlosha;1122
10306;2023-10-24;14:01:13;Dan;Gat Rimon;1122
10307;2023-10-24;14:01:13;Dan;Maas;1122
10308;2023-10-24;14:01:13;Dan;Ganei Tikva;1122
10309;2023-10-24;14:01:16;Shfela (Lowlands);Neta'im;1122
10310;2023-10-24;14:01:19;Lakhish;Ad Halom Industrial Zone;1122
10311;2023-10-24;14:01:19;Lakhish;Ashdod - Alef,Bet,Dalet,Heh;1122
10312;2023-10-24;14:01:19;Lakhish;Ashdod - Northern Industrial Zone And Port;1122
10313;2023-10-24;14:01:19;Lakhish;Ashdod - Gimmel,Vav,Zain;1122
10314;2023-10-24;14:01:19;Lakhish;Ashdod - Het,Tet,Yod,Yod Gimmel,Yod Dalet,Tet Zain;1122
10315;2023-10-24;14:01:19;Lakhish;Ashdod - Yod Alef,Yod Bet,Tet Vav,Yod Zain,Marina,City;1122
10316;2023-10-24;14:01:19;Lakhish;Nir Galim;1122
10317;2023-10-24;14:01:19;Lakhish;Shtulim;1122
10318;2023-10-24;14:01:19;Lakhish;Nitzan;1122
10319;2023-10-24;14:01:21;Sharon;Neveh Yarak;1122
10320;2023-10-24;14:01:24;Yarkon;Be'erot Itzhak;1122
10321;2023-10-24;14:01:24;Yarkon;Nechalim;1122
10322;2023-10-24;14:01:24;Yarkon;Magshimim;1122
10323;2023-10-24;14:01:24;Yarkon;Gan Sorek;1122
10324;2023-10-24;14:01:25;Dan;Herzliya - West;1122
10325;2023-10-24;14:01:25;Dan;Herzeliya - Center and Glil Yam;1122
10326;2023-10-24;14:01:25;Dan;Kfar Shmaryahu;1122
10327;2023-10-24;14:01:25;Dan;Ramat HaSharon;1122
10328;2023-10-24;14:01:25;Dan;Cinema City Glilot;1122
10329;2023-10-24;14:01:25;Dan;Gelilot - Pi Compound;1122
10330;2023-10-24;14:01:25;Dan;Ra'anana;1122
10331;2023-10-24;14:01:25;Dan;Arsuf;1122
10332;2023-10-24;14:01:25;Dan;Ga'ash;1122
10333;2023-10-24;14:01:25;Dan;Rishpon;1122
10334;2023-10-24;14:01:25;Dan;Shefayim;1122
10335;2023-10-24;14:01:28;Western Lakhish;Ashkelon Southern Industrial Zone;1122
10336;2023-10-24;14:01:31;Yarkon;Mazor;1122
10337;2023-10-24;14:02:01;Yarkon;Nofech;1122
10338;2023-10-24;14:02:01;Yarkon;Rinatya;1122
10339;2023-10-24;14:02:17;Lakhish;Yavne;1122
10340;2023-10-24;14:02:17;Lakhish;Beit Gamliel;1122
10341;2023-10-24;14:02:17;Lakhish;Ben Zakai;1122
10342;2023-10-24;14:02:17;Lakhish;Maon Tzofia;1122
10343;2023-10-24;14:02:19;Shfela (Lowlands);Beit Hanan;1122
10344;2023-10-24;14:02:29;Lakhish;Kfar HaNagid;1122
10345;2023-10-24;14:22:49;Confrontation Line;Alkosh;1123
10346;2023-10-24;14:28:16;Confrontation Line;Netua;1124
10347;2023-10-24;16:01:02;Western Lakhish;Be'er Ganim;1125
10348;2023-10-24;16:34:33;Gaza Envelope;Zikim;1126
10349;2023-10-24;16:34:33;Gaza Envelope;Karmia;1126
10350;2023-10-24;17:11:40;Gaza Envelope;Holit;1127
10351;2023-10-24;17:11:40;Gaza Envelope;Sufa;1127
10352;2023-10-24;17:16:00;Southern Golan;Bnei Yehuda and Givat Yoav;1128
10353;2023-10-24;17:16:52;Southern Golan;Neot Golan;1128
10354;2023-10-24;19:12:53;Gaza Envelope;Zikim;1129
10355;2023-10-24;19:12:53;Gaza Envelope;Karmia;1129
10356;2023-10-24;19:26:37;Gaza Envelope;Netiv HaAssara;1130
10357;2023-10-24;22:03:11;Gaza Envelope;Sufa;1131
10358;2023-10-24;23:02:54;Gaza Envelope;Ein HaShlosha;1132
